"gutenberg_id" "text"
40992 "roaring thunderously. He cowered down, stunned by the terrific sound of"
40992 "it; but he watched it with wide eyes, as it moved across the sky."
40992 ""
40992 "It was T-shaped; with the cross-piece going before. Beneath it hung two"
40992 "wheels. It gleamed metallically."
40992 ""
40992 "Without attempting to rise, he howled shrilly, time after time, catching"
40992 "his breath in gasps--while the thing moved steadily away."
40992 ""
40992 "Following an undeviating line, it left him far behind, diminished to a"
40992 "speck, and disappeared. The sound of it lingered when he could see it no"
40992 "longer."
40992 ""
40992 "His breath came quickly, spasmodically, through parted lips; his throat"
40992 "was tight, and his heart pounded. The staggering surprise of what he had"
40992 "seen and heard left him incapable of thought. His mind was a racing"
40992 "turmoil of questions. His contentment, his resignation were"
40992 "gone--destroyed in a moment; and in their place rose a great uneasiness."
40992 ""
40992 "The return of Hope, to a man who has definitely put it away from him, is"
40992 "a joy closely akin to pain in its intensity. His whole body shook as he"
40992 "struggled with the sand, attempting to rise."
40992 ""
40992 "He had seen a machine, he knew. It could not have been an animal. It was"
40992 "not alive, and it was made of metal.... A machine meant reasoning"
40992 "beings. There must be reasoning beings on Toon--where Loten's scientists"
40992 "had argued that they could not be! And machines that travelled through"
40992 "space! Perhaps...."
40992 ""
40992 "As the new possibilities of his situation burst upon him, his"
40992 "homesickness returned a thousandfold; and he knew that he could rest no"
40992 "longer--could not wait in the sand for death. He must struggle--he must"
40992 "strive, until the end came--because there was a chance!"
40992 ""
40992 "Immediately, his mind became purposeful, and he took stock of his"
40992 "position. He knew that the whole of Toon was not like this great stretch"
40992 "of sand. Thousands of years of observation of the bright planet had"
40992 "convinced the scientists of the Loten that it bore vegetation--and"
40992 "probably animal life of some sort...."
40992 ""
40992 "But rational beings! His astonishment re-asserted itself. Five thousand"
40992 "years of systematic signalling had brought no response, and the project"
40992 "had lately been abandoned. Yet...."
40992 ""
40992 "He shook his head, and returned to his problem. He must not waste time"
40992 "now."
40992 ""
40992 "He had food enough in his stomach to last three days at least, and he"
40992 "would not need water for even longer. He suddenly realized, with"
40992 "enormous satisfaction, that the pain in his head was considerably less"
40992 "than at first. Perhaps his system would be able to adjust itself to the"
40992 "atmospheric pressure...."
40992 ""
40992 "The great question was where--and how--to go. He must go somewhere. Only"
40992 "motion would satisfy his craving for accomplishment of some sort. He"
40992 "would get no help on this great, sterile plain. He had no guarantee that"
40992 "another of the flying machines would come near him, and even if it did"
40992 "there was not much hope of attracting its attention. No, he must"
40992 "move...."
40992 ""
40992 "He decided to follow in the direction the machine had taken. Its"
40992 "destination might be near-by--or it might be thousands of miles away."
40992 "The probability seemed to be in favor of the former hypothesis, because"
40992 "the machine had been moving so very slowly.... Anyway, it was a chance!"
40992 ""
40992 "Pulling his legs up under him, he made another determined attempt to"
40992 "rise; and finally succeeded in standing erect. But it made his legs ache"
40992 "terribly; and when he tried a step he slipped, falling back with a"
40992 "jarring thud."
40992 ""
40992 "He would have to crawl."
40992 ""
40992 "       *       *       *       *       *"
40992 ""
40992 "Ridding himself of the parachute, and with no further hesitation, he set"
40992 "out, crawling slowly and laboriously, keeping the sun at his back."
40992 ""
40992 "The heat was less oppressive now. The sun had sunk to a point where its"
40992 "rays were no hotter than at midday on his Loten; and he marvelled at the"
40992 "similarity of the two climates. He had seen none of the water vapors"
40992 "that astronomers described as almost constantly enveloping Toon."
40992 "Toon--what he had seen of it--seemed to be as dry as the Loten, if not"
40992 "more so."
40992 ""
40992 "He climbed the long, gradual slope of a dune; and, after surveying the"
40992 "endless stretch of sand which met his view at the top, slid down the"
40992 "steep side, and crawled doggedly on."
40992 ""
40992 "Night was falling. The blue dome above him steadily darkened until it"
40992 "began to take on the appearance of his own native sky."
40992 ""
40992 "He was dead tired within an hour. He lay still for a time, breathing"
40992 "deeply--marshalling his strength. He was in excellent physical"
40992 "condition, but here his body was so heavy that the slightest motion was"
40992 "a strain. Soon, however, his eager spirit drove him onward."
40992 ""
40992 "At the end of another hour, happening to raise his head, he uttered an"
40992 "involuntary cry. Points of light glimmered in the sky.... So he was to"
40992 "see the stars after all!--though only at night, it seemed. He was"
40992 "relieved. In the back of his mind had been the ever-growing certainty"
40992 "that he would not be able to keep a direct course. He rested again, and"
40992 "picked out certain designs that would be helpful as guides."
40992 ""
40992 "He wondered if one of them were Loten. They were very dim and they"
40992 "blinked strangely; and their arrangement was meaningless to him. He"
40992 "fixed upon one of them--the brightest--and imagined that it might be"
40992 "_his_ world--where his friends were, and his enemies; where his wives"
40992 "grieved for him perhaps; where his children laughed and played; where he"
40992 "might one day return...."
40992 ""
40992 "He crawled along through the sand."
40992 ""
40992 "It was not really dark--only twilight. He wondered if this were night on"
40992 "Toon. It must be. Almost directly ahead of him--just a little to the"
40992 "right--was a radiance close to the horizon. It puzzled him. Soon it was"
40992 "spreading over the sky--a pale, ghostly light. Then a bright point"
40992 "appeared--a line; it grew. He stared in abject wonder while a great,"
40992 "white disk mounted into the sky, illuminating the scene around."
40992 ""
40992 "He rested a while, and watched it. It was Toon's satellite. It could be"
40992 "nothing else. But beside it the two luminaries of his own world were as"
40992 "pygmies. He was still watching it, fascinated, when he resumed his"
40992 "journey."
40992 ""
40992 ""
40992 ""
40992 ""
40992 "<CHAPTER II."
40992 "Signs of Life>"
40992 ""
40992 ""
40992 "All through the night he travelled; and into the rising sun. The noonday"
40992 "heat forced him to take a prolonged rest, but he fought on as soon as"
40992 "possible; and sunset found him crawling weakly onward. The cool of night"
40992 "revived him somewhat. He knew that the strain under which he labored"
40992 "would hasten his time of sleep, and that worried him. Even now, he was"
40992 "often in a semi-conscious state. Still, he could not stop."
40992 ""
40992 "When the sun rose again, it shone through trees; and far across the"
40992 "yellow sand his tired eyes saw green hills. The sight invigorated"
40992 "him--spurred him on to stronger efforts. Soon after midday he lay"
40992 "panting in the shade of trees."
40992 ""
40992 "The trees astonished him. They towered above him, fully five times as"
40992 "high as any he had ever seen. Their stems were of enormous girth--rough"
40992 "and hard to the touch. There seemed to be something moving in their"
40992 "heavy foliage, far above him, and he heard faint, sharp whistling"
40992 "sounds. He looked around uneasily."
40992 ""
40992 "The size of the trees worried him. If there were animal life, it might"
40992 "be proportionately large. He shuddered. The desert, although"
40992 "uncomfortable, had had one advantage: he had been alone there."
40992 ""
40992 "Still, it was not loneliness that he was seeking, he thought grimly."
40992 "Obviously, he...."
40992 ""
40992 "He stiffened. He had been staring abstractedly at the coarse grass which"
40992 "grew thickly around him. Now his eyes became focussed upon a movement"
40992 "there--not three feet away. The grass was waving strangely, in a"
40992 "peculiar, uneven line; and he caught sight of something slim and green,"
40992 "that was not the grass. His throat contracted painfully. The thing did"
40992 "not seem to move, yet it was coming nearer. Whenever he caught sight of"
40992 "a part of its body, it appeared stationary; yet the waving of the grass"
40992 "was closer, and ever closer. It was very close now...."
40992 ""
40992 "Suddenly his power of locomotion returned. He rolled over backward, and"
40992 "scrambled along the ground to a tree. Grasping the rough trunk, he"
40992 "pulled himself erect; and held himself in that position, panting."
40992 ""
40992 "He could see the thing more plainly now. It was like a long, green whip"
40992 "in the grass. Its forepart was raised in the air, and terminated in a"
40992 "triangular head, with two bright eyes whose steady, unwinking stare made"
40992 "him tremble weakly. With an effort he took his eyes from the creature;"
40992 "and, pushing himself away from the tree, ran desperately, as far as his"
40992 "legs would carry him. When he fell, he continued to crawl--farther, and"
40992 "ever farther into the green woods."
40992 ""
40992 "He wondered if all creatures crawled in this world of Toon. Perhaps the"
40992 "great gravitational pull made erect postures impossible."
40992 ""
40992 "For a long time he climbed steadily, threading his way through the"
40992 "underbrush, skirting fallen trees. He felt increasingly drowsy. His"
40992 "sleep period would come soon, he knew. He could not stave it off much"
40992 "longer. And when he had slept, he must eat...."
40992 ""
40992 "He came to level ground. Ahead was an opening in the trees, where a wide"
40992 "ledge of stone was revealed. Out upon this he crawled, and gazed at the"
40992 "scene that opened out below. Miles of waving tree tops met his view; but"
40992 "what held his attention was a strip of silver cutting the green."
40992 ""
40992 "He felt a warm glow of satisfaction. Water, in his mind, was closely"
40992 "associated with organization, transportation facilities, reasoning"
40992 "beings...."
40992 ""
40992 "Yet he must be wary. He had no idea what sort of beings they might be."
40992 "This might be a canal, but it was strangely irregular in its course. At"
40992 "least he was making progress...."
40992 ""
40992 "A peculiar, ringing sound came from the trees below. It was utterly"
40992 "unfamiliar to him. Nerving himself, he determined to discover what it"
40992 "was. He climbed down from the stone, and began the journey down the"
40992 "hill."
40992 ""
40992 "As he progressed the sound became louder, and others were added. He was"
40992 "puzzled by a low, intermittent muttering. It made him vaguely uneasy,"
40992 "and with every moment his agitation increased. The muttering was now"
40992 "very definitely spaced into irregular but continuous tones."
40992 ""
40992 "And he knew that he was listening to a conversation."
40992 ""
40992 "He was frightened. Now that he was so near to what he had been seeking,"
40992 "his courage left him; and he lay trembling, flat on the ground, awed by"
40992 "the booming voices of the creatures."
40992 ""
40992 "They must be very large, he thought, to utter such deep tones."
40992 ""
40992 "He had lain there for perhaps five minutes, when, suddenly, there came a"
40992 "rending crash; and, peering ahead, he saw the green top of a tree sway"
40992 "violently, sink, and disappear from sight. At the same time there came a"
40992 "louder cry, followed by the blending of two thunderous voices, speaking"
40992 "simultaneously.... Then a heavy thud, and another cry...."
40992 ""
40992 "       *       *       *       *       *"
40992 ""
40992 "He crawled cautiously forward. He reached the fallen tree. Its trunk was"
40992 "suspended above the ground by the projection of a number of its large"
40992 "branches. He peered beneath it."
40992 ""
40992 "Directly before him, in a small clearing, two creatures were struggling"
40992 "together. They stood erect upon their huge legs, using their crudely"
40992 "bulky arms and hands to strike and tug at each other. They were"
40992 "tremendous in size--fully three times human stature; yet their heads"
40992 "were smaller than men's. Their erect posture gave them a weirdly"
40992 "half-human look, which was belied by the brutal savagery of their"
40992 "aspects. Their brows were low; their heads were covered with long hair;"
40992 "and in their gaping mouths he saw rows of sharp, white fangs. Their"
40992 "skin, instead of being golden, was a dirty grey in color, and was"
40992 "covered with short curling hair or fur."
40992 ""
40992 "But he could see very little of their bodies, because--and this sight"
40992 "seemed to him the strangest of all--they were almost entirely covered"
40992 "with cloth. This woven material was brown in color, and shaped to hang"
40992 "close to their bodies, even over the arms and legs. He lay very still,"
40992 "watching the titanic struggle with ever growing wonder."
40992 ""
40992 "They appeared to be evenly matched. Once, one of them was hurled heavily"
40992 "to the ground, but he leaped effortlessly to his feet. Both of them"
40992 "grunted and uttered sharp exclamations at intervals. They tramped back"
40992 "and forth, tearing up the grass, crushing down the small bushes."
40992 ""
40992 "They must greatly hate each other, he thought--or perhaps it was natural"
40992 "for them to fight like this. Now one of them was tiring--the smaller."
40992 "Its movements were slower, and it stepped almost constantly backward."
40992 "Suddenly from its bulbous nose spurted a red stream. He shuddered. The"
40992 "sight of these two strangely man-like creatures beating and tearing at"
40992 "one another sickened him."
40992 ""
40992 "The larger creature was pressing its advantage, advancing upon the other"
40992 "with cruel, flailing blows. Suddenly the smaller one crumpled to the"
40992 "ground, and lay still. The other turned away. It seemed satisfied. It"
40992 "grasped an object which was leaning against a tree--a cutting tool"
40992 "apparently, consisting of an edged block of metal attached to a long"
40992 "handle of wood; and without a backward glance at its fallen foe, made"
40992 "off through the trees."
40992 ""
40992 "The creature on the ground was alive. He could see the rise and fall of"
40992 "its breathing under the cloth covering of its breast. But the bright,"
40992 "red blood was still running out of the nose. It had lost an astonishing"
40992 "amount; and he feared that, unassisted, it would soon die. He must try"
40992 "to help."
40992 ""
40992 "With wildly beating heart, he crawled under the tree trunk and out into"
40992 "the clearing."
40992 ""
40992 "As he moved through the grass, he made a slight rustling sound, which"
40992 "the creature heard. It turned its head, and stared directly at him. He"
40992 "stopped fearfully...."
40992 ""
40992 "The creature uttered a loud cry, and scrambled to its feet. He raised"
40992 "one hand, attempting a friendly gesture; but the creature, after"
40992 "watching him for a moment with wide eyes, bounded swiftly away into the"
40992 "woods. He heard the thumping and crashing of its passage through the"
40992 "underbrush long after it had disappeared from sight."
40992 ""
40992 "His first sensation was one of immense relief. He had been desperately"
40992 "afraid."
40992 ""
40992 "Evidently the thing had been afraid of him, too. And that was"
40992 "surprising.... Clearly, these could not be the reasoning things that had"
40992 "built the flying machine he had seen. His relief was quickly followed by"
40992 "disappointment. For a moment he had imagined that his first objective"
40992 "had been reached. Now he realized that he might be as far from it as"
40992 "ever. Toon was immense. Probably, now, he was in a country inhabited by"
40992 "inferior beings--beings that would be constantly hostile and dangerous"
40992 "to him. If that were so, his quest would end here, he knew. Sleep could"
40992 "not be warded off any longer. He could not protect himself. Soon he"
40992 "must eat--and there was no food."
40992 ""
40992 "He crawled into the bushes; and lay down, lonely and sick. He would stay"
40992 "here. This was failure--and the end. But he was not sorry for having"
40992 "tried...."
40992 ""
40992 "Above him the sky was not blue, now; but a strange, dead grey. Nowhere"
40992 "could he see the sun. The wind sighed mournfully in the trees."
40992 ""
40992 "He slept."
40992 ""
40992 ""
40992 ""
40992 ""
40992 "<CHAPTER III."
40992 "In Confinement>"
40992 ""
40992 ""
40992 "He awakened in shivering terror. His entire body was wet. Water was"
40992 "falling on him. It was falling on the ground all around and on the"
40992 "trees--thousands, millions of drops. He choked, as he tried to breathe"
40992 "the damp, saturated air. Desperately he looked around for some"
40992 "protection, but there was none. He covered his face as best he could"
40992 "with his folded arms, and cried out in fear."
40992 ""
40992 "There came a shout; and he heard something moving toward him, but he did"
40992 "not care. Horror of the falling water crowded all other emotions from"
40992 "his mind."
40992 ""
40992 "One of the creatures was standing over him. He heard others approaching."
40992 "They were shouting loudly back and forth to one another. In a moment,"
40992 "there was a circle of them, all around him."
40992 ""
40992 "He was too distressed to pay them any attention. After a time one of"
40992 "them bent down and grasped him under the armpits. He felt himself lifted"
40992 "into the air. He did not struggle, even when their faces were all around"
40992 "him--very close."
40992 ""
40992 "Now they were walking through the trees, one of them carrying him in its"
40992 "huge arms, quite gently. He was scarcely conscious of his surroundings."
40992 "It was becoming more and more difficult to breathe."
40992 ""
40992 "Then he felt himself laid down on something soft and dry. The water was"
40992 "not falling on him now. He opened his eyes."
40992 ""
40992 "They had placed him under a shelter. He could hear the water on the"
40992 "black covering above him. There was one of them on each side of him,"
40992 "where he lay on what seemed to be a cushioned seat...."
40992 ""
40992 "Suddenly there came a rumble, and the seat beneath him quivered and"
40992 "shook. He struggled to sit up. One of the creatures aided him, and"
40992 "wrapped a dry cloth about his body. He was grateful."
40992 ""
40992 "The seat was bumping up and down violently. On each side, he could see"
40992 "the trees moving slowly backward. He realized that he was in a vehicle."
40992 "It jolted constantly, and he imagined that it must run directly on the"
40992 "rough ground. It made a continuous and tremendous noise. But it was a"
40992 "machine of transportation, however crude; and he quickly forgot his"
40992 "bodily discomfort, as the implications of this fact crowded through his"
40992 "mind."
40992 ""
40992 "He looked with a new interest at his captors. They were talking"
40992 "together excitedly--evidently about him, for they never removed their"
40992 "eyes from him. In spite of their strangeness and savagery, they must"
40992 "have reasoning minds. He could be pretty sure of that, now...."
40992 ""
40992 "The vehicle came to rest, and to either side he saw structures, made,"
40992 "evidently, of cut trees. Then his heart leaped again, as he saw that"
40992 "they had glass. So they knew how to make that! There were only a few"
40992 "pieces of it let into the walls--but it was certainly glass, and his"
40992 "hopes rose a bit higher."
40992 ""
40992 "They carried him into one of the houses. It was quite dark. They set him"
40992 "down upon a large table. They were increasing rapidly in numbers,"
40992 "jostling in through the door and crowding around the table."
40992 ""
40992 "In the wall near him there was one of the pieces of glass. Abashed by"
40992 "the dozens of staring eyes, he looked through this, and saw a broad"
40992 "field, its soil turned up in long, straight rows--evidently for"
40992 "planting. Near the center of the field were two creatures, which"
40992 "immediately commanded his attention."
40992 ""
40992 "They were not alike. One was similar to those he had already seen, but"
40992 "the other was even larger and of a different shape. Four legs carried"
40992 "the great, bulky body, which rested in a horizontal position, as did the"
40992 "thick neck and long, tapering head. It was dragging the tool which"
40992 "turned up the furrows of soil, while the other followed behind,"
40992 "governing its directions."
40992 ""
40992 "Clearly, he thought, there were many types of creatures on Toon. He"
40992 "would have to try to understand their relations to one another...."
40992 ""
40992 "Inside the room there was much noise, and the air was hot, damp, and"
40992 "very unpleasant to breathe. He was not afraid of the creatures now; and"
40992 "instinctively he realized that it was curiosity that brought them here,"
40992 "and that they meant him no harm. A few were trying to speak to him,"
40992 "looking directly into his eyes and making monosyllabic sounds. This"
40992 "amused him at first. They would not be quite so hopeful if they"
40992 "understood from where he had come."
40992 ""
40992 "But in another moment his amusement had vanished. One of the creatures,"
40992 "standing near, placed a finger close to where he sat, at the same time"
40992 "uttering a short disyllabic sound:"
40992 ""
40992 "\"Table!\""
40992 ""
40992 "A thrill shot through him. He had expected no such intelligence on the"
40992 "part of his captors. A new wave of hope surged up within him...."
40992 "Carefully, he repeated the gesture and the word."
40992 ""
40992 "       *       *       *       *       *"
40992 ""
40992 "His action was followed by a burst of excited conversation in the room."
40992 "Several made sharp, guttural noises which he guessed meant gratification"
40992 "or amusement."
40992 ""
40992 "Immediately a number of them took up the game; and he eagerly did his"
40992 "part, repeating the sounds they made and identifying them with objects."
40992 "With every possible gesture he tried to indicate to them his pleasure"
40992 "and gratification."
40992 ""
40992 "He was sorry when they began to go away."
40992 ""
40992 "It had been getting steadily darker for some time, when, suddenly, the"
40992 "room was brilliantly illuminated; and, looking quickly around, he saw a"
40992 "number of bright globes. This event brought him to a high pitch of"
40992 "elation. The character of the vehicle in which he had ridden had made"
40992 "him fear that they knew nothing of electricity, but here was tangible"
40992 "evidence that they did. His dream of a return to Loten seemed less like"
40992 "a wild imagining at every moment."
40992 ""
40992 "He was beginning to think of these creatures as people, almost human"
40992 "beings."
40992 ""
40992 "Now, only two of them remained. From their glances he knew that they"
40992 "were talking about him. Finally, one of them lifted him from the table;"
40992 "and, walking swiftly, carried him through the door, across a short"
40992 "stretch of open ground, and into a smaller and darker structure, there"
40992 "laying him down upon a bed of cloths and cushions in one corner of the"
40992 "single room. The other followed them in, carrying a china dish and cup."
40992 "Setting these beside him, they both pointed with their fingers to their"
40992 "open mouths. He understood immediately, and was glad. He needed"
40992 "nourishment badly."
40992 ""
40992 "But when he looked into the dish his pleasure abated. It contained an"
40992 "assortment of what appeared to be parts of plants and--he tried to"
40992 "conceal his horror--animal flesh."
40992 ""
40992 "Looking up, he nodded--a gesture that he had quickly learned; and to his"
40992 "great relief they turned and left the room, closing the door. He heard a"
40992 "sharp click."
40992 ""
40992 "The flesh he immediately put aside. He did not like to think what its"
40992 "origin might be. He studied the plants. They had evidently been"
40992 "subjected to a heat process, but had not been chemically refined in any"
40992 "way. The percentage of nourishment in them must be very low, and it"
40992 "would be necessary for him to eat great quantities to sustain his"
40992 "strength. He wondered how long his stomach could stand it."
40992 ""
40992 "These people must eat almost daily to sustain themselves on such fare,"
40992 "he reasoned, marvelling."
40992 ""
40992 "With a pronged implement that they had given him, he set to work to mash"
40992 "the food into as soft a mass as possible. This process they accomplished"
40992 "easily with their fangs, he knew."
40992 ""
40992 "The taste was anything but pleasing, and he had great difficulty in"
40992 "swallowing; but he finally managed to assuage his hunger, and felt"
40992 "better. He drank a little water from the cup, which contained enough to"
40992 "supply him for at least five days."
40992 ""
40992 "This done, he stretched himself out upon the bed, and gave himself over"
40992 "to pleasant reflection. A far cry, he thought, from the man lying"
40992 "helpless in the desert, devoid of all hope, to the one who had"
40992 "established contact with a race of intelligent beings who would"
40992 "doubtless be willing to help him return to his own native world. He"
40992 "reflected that if the flying ship had hot happened to come near him, he"
40992 "would most certainly have perished by now--perished in a foreign world,"
40992 "far away from those he loved, never knowing there was a chance for his"
40992 "salvation. But now he had taken the first step.... Anything was possible"
40992 "now."
40992 ""
40992 "His attention returned to his surroundings. The bare room was lighted by"
40992 "a bulb hanging from wires in the center. From it dangled a cord, the"
40992 "purpose of which he quickly guessed. The walls and floor were bare wood,"
40992 "and rough. Along the whole length of one wall extended a low, narrow"
40992 "table, or bench, strewn with a miscellaneous collection of objects which"
40992 "aroused his curiosity."
40992 ""
40992 "He crawled to the bench, and pulled himself erect by grasping its edge."
40992 "He was just tall enough to see along its surface. Near him rested a"
40992 "large roll of what he first thought was cord; but on closer examination"
40992 "he decided that it was metal wire covered with a fibre insulation."
40992 "Obviously it was for the conduction of electricity. Scattered around it"
40992 "were a number of cylinders of varying sizes, which he saw were wound"
40992 "closely with very fine wires. Clearly, these people did more with"
40992 "electricity than make light, he thought, encouraged."
40992 ""
40992 "       *       *       *       *       *"
40992 ""
40992 "There was nothing else in the room except a pile of rusty metal in one"
40992 "corner. The whole place was depressingly dirty and dreary. He thought"
40992 "that he would feel better without the light. He made his way to the"
40992 "center of the room, and stretched upwards. Finding that he could just"
40992 "reach the cord, he jerked it; and returned in the darkness to his cot."
40992 ""
40992 "He lay there quietly, trying to calm his nerves. He wondered what they"
40992 "would do with him...."
40992 ""
40992 "He was still wondering the same thing at the end of four days. They did"
40992 "not move him. They did nothing except come and look at him--a great many"
40992 "of them at first, but less and less as time went on. They came in the"
40992 "daytime--never at night. They fed him; and a few still tried to talk to"
40992 "him. This pleased him, and he strove eagerly to understand and imitate;"
40992 "but they soon got tired and stopped."
40992 ""
40992 "He learned to distinguish the males and females among the people that"
40992 "came, by differences in stature, length of hair, and clothing. He"
40992 "observed, with complete bewilderment, that the males often carried in"
40992 "their hands burning cylinders which they raised regularly to their"
40992 "mouths, blowing out smoke into the air. He guessed, finally, that this"
40992 "must be some sort of sanitary precaution."
40992 ""
